Date Published,Document Type,Measure,Drawing Number,Description,View
Select this document,02 Dec 2021,Consultee Comment,,,PARISH COUNCIL,
Select this document,19 Nov 2021,Drawing,,,NORTH AND EAST ELEVATIONS,
Select this document,19 Nov 2021,Drawing,,,THIRD FLOOR PLAN,
Select this document,19 Nov 2021,Drawing,,,BLOCK PLAN,
Select this document,19 Nov 2021,Supporting Documents,,,COVERING LETTER,
Select this document,19 Nov 2021,Drawing,,,FIRST FLOOR PLAN,
Select this document,19 Nov 2021,Drawing,,,GROUND FLOOR PLAN,
Select this document,19 Nov 2021,Drawing,,,SOUTH AND WEST ELEVATIONS,
Select this document,16 Nov 2021,Drawing,,,LOCATION PLAN,
Select this document,16 Nov 2021,Drawing,,,3D VISUALISATION,
Select this document,16 Nov 2021,Application Form,,,CIL,
Select this document,16 Nov 2021,Application Form,,,,
Select this document,17 Jan 2022,Decision,,,,
Select this document,18 Nov 2021,Drawing,,,LOCATION OF TREES,
Select this document,18 Nov 2021,Drawing,,,LOCATION OF TREES,
Select this document,12 Jan 2022,Delegated Report,,,,
Select this document,12 Jan 2022,Decision,,,,
Select this document,23 Nov 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,23 Nov 2021,CIL,,,CIL,
Select this document,23 Nov 2021,Drawing,,21/122 (II),SECTIONS,
Select this document,23 Nov 2021,Drawing,,21/122 (I),PLANS AND ELEVATIONS,
Select this document,12 Jan 2022,Decision,,,,
Select this document,12 Jan 2022,Delegated Report,,,,
Select this document,10 Dec 2021,Consultee Comment,,,HIGHWAYS,
Select this document,03 Dec 2021,Consultee Comment,,,CENTRAL SWINDON NORTH PARISH,
Select this document,16 Nov 2021,Supporting Documents,,,PLANNING STATEMENT,
Select this document,15 Nov 2021,Drawing,,Y21-143-4,BLOCK PLAN,
Select this document,15 Nov 2021,Drawing,,Y21-143-3,LOCATION PLAN,
Select this document,15 Nov 2021,Supporting Documents,,,SWINDON AGENT ACCREDITATION SCHEME CERTIFICATE OF ACCREDITATION,
Select this document,15 Nov 2021,Drawing,,Y21-143-1,EXISTING PLANS,
Select this document,15 Nov 2021,Drawing,,Y21-143-2,FLOOR PLANS AND ELEVATIONS,
Select this document,15 Nov 2021,Application Form,,,CIL,
Select this document,15 Nov 2021,Application Form,,,,
Select this document,17 Jan 2022,Decision,,,,
Select this document,07 Jan 2022,Decision,,,,
Select this document,07 Jan 2022,Delegated Report,,,,
Select this document,13 Nov 2021,Drawing,,45-21- SHEET 1,SITE AND BLOCK PLANS,
Select this document,13 Nov 2021,Drawing,,45-21 SHEET 2,EXISTING GROUND FLOOR PLAN,
Select this document,13 Nov 2021,Drawing,,45-21 SHEET 3,EXISTING ELEVATIONS,
Select this document,13 Nov 2021,Drawing,,45-21- SHEET 4,PROPOSED GROUND FLOOR PLAN,
Select this document,13 Nov 2021,Drawing,,45-21 SHEET 5,PROPOSED ELEVATIONS,
Select this document,13 Nov 2021,Application Form,,,CIL,
Select this document,13 Nov 2021,Supporting Documents,,,SWINDON AGENT ACCREDITATION SCHEME CERTIFICATE OF ACCREDITATION,
Select this document,13 Nov 2021,Application Form,,,,
Select this document,28 Jan 2022,Decision,,,,
Select this document,28 Jan 2022,Delegated Report,,,,
Select this document,27 Jan 2022,Correspondence,,,CONFIRMATION OF MATERIALS,
Select this document,25 Jan 2022,Revised Drawing,,,PARKING PLAN,
Select this document,06 Jan 2022,Correspondence,,,EOT CONFIRMATION,
Select this document,19 Nov 2021,Drawing,,,EXISTING BLOCK PLAN AND LOCATION PLAN,
Select this document,12 Nov 2021,Drawing,,,FULL PLANS,
Select this document,12 Nov 2021,Application Form,,,,
Select this document,17 Jan 2022,Decision,,,,
Select this document,04 Jan 2022,Decision,,,,
Select this document,04 Jan 2022,Delegated Report,,,,
Select this document,12 Nov 2021,Drawing,,,FULL PLANS,
Select this document,12 Nov 2021,Application Form,,,,
Select this document,12 Nov 2021,Drawing,,,LOCATION PLAN,
Select this document,17 Jan 2022,Decision,,,,
Select this document,04 Jan 2022,Decision,,,,
Select this document,04 Jan 2022,Delegated Report,,,,
Select this document,11 Nov 2021,Drawing,,,THE LOCATION PLAN,
Select this document,11 Nov 2021,Correspondence,,,CLADDING AND RENDER SPECIFICATION,
Select this document,11 Nov 2021,Correspondence,,,SUPPORTING DOCUMENTS,
Select this document,11 Nov 2021,Correspondence,,,SUPPORTING DOCUMENTS,
Select this document,11 Nov 2021,Correspondence,,,CERTIFICATE OF LAWFULNESS FOR PROPOSED CLADDING REMEDIATION WORK,
Select this document,11 Nov 2021,Application Form,,,,
Select this document,12 Jan 2022,Decision,,,,
Select this document,12 Jan 2022,Delegated Report,,,,
Select this document,18 Nov 2021,Drawing,,A,PROPOSAL BLOCK PLAN WITH SCALE 1:500,
Select this document,11 Nov 2021,Application Form,,,,
Select this document,07 Jan 2022,Delegated Report,,,,
Select this document,07 Jan 2022,Decision,,,,
Select this document,04 Jan 2022,Revised Drawing,,REV C,EXISTING-PROPOSED,
Select this document,29 Dec 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,10 Nov 2021,Drawing,,21/1683/01 REV B,FLOOR PLANS AND ELEVATIONS,
Select this document,10 Nov 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,10 Nov 2021,Drawing,,,BLOCK PLAN,
Select this document,10 Nov 2021,CIL,,,CIL QUESTIONS,
Select this document,10 Nov 2021,Application Form,,,,
Select this document,04 Jan 2022,Decision,,,,
Select this document,04 Jan 2022,Delegated Report,,,,
Select this document,21 Dec 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,24 Nov 2021,Consultee Comment,,,WANBOROUGH PARISH,
Select this document,10 Nov 2021,CIL,,,CIL QUESTIONS,
Select this document,10 Nov 2021,Drawing,,001 06/11/2021,FULL PLANS,
Select this document,10 Nov 2021,Application Form,,,,
Select this document,17 Jan 2022,Decision,,,,
Select this document,04 Jan 2022,Correspondence,,,EOT CONFIRMATION,
Select this document,04 Jan 2022,Decision,,,,
Select this document,04 Jan 2022,Delegated Report,,,,
Select this document,10 Nov 2021,Drawing,,21/1679/01 REV A,FLOOR PLANS AND ELEVATIONS,
Select this document,10 Nov 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,10 Nov 2021,Drawing,,,BLOCK PLAN,
Select this document,10 Nov 2021,CIL,,,CIL QUESTIONS,
Select this document,10 Nov 2021,Application Form,,,,
Select this document,05 Jan 2022,Correspondence,,,EOT CONFIRMATION,
Select this document,05 Jan 2022,Decision,,,,
Select this document,05 Jan 2022,Delegated Report,,,,
Select this document,16 Dec 2021,Consultee Comment,,,HAYDON WICK PARISH,
Select this document,02 Dec 2021,Consultee Comment,,,PARISH COUNCIL,
Select this document,10 Nov 2021,Drawing,,3247/1,FULL PLANS,
Select this document,10 Nov 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,10 Nov 2021,CIL,,,CIL QUESTIONS,
Select this document,10 Nov 2021,Application Form,,,,
Select this document,17 Jan 2022,Decision,,,,
Select this document,10 Jan 2022,Decision,,,,
Select this document,10 Jan 2022,Delegated Report,,,,
Select this document,03 Dec 2021,Consultee Comment,,,CENTRAL SWINDON NORTH PARISH,
Select this document,24 Nov 2021,Drawing,,,LOCATION PLAN,
Select this document,24 Nov 2021,Application Form,,,CIL,
Select this document,24 Nov 2021,Drawing,,151.0,PROPOSED FLOOR PLANS & ELEVATIONS,
Select this document,24 Nov 2021,Drawing,,101.0,EXISTING FLOOR PLANS AND ELEVATIONS,
Select this document,24 Nov 2021,Drawing,,150.0,PROPOSED SITE PLAN,
Select this document,24 Nov 2021,Drawing,,100.0,EXISTING SITE PLAN,
Select this document,05 Jan 2022,Decision,,,,
Select this document,05 Jan 2022,Delegated Report,,,,
Select this document,09 Nov 2021,Application Form,,,,
Select this document,09 Nov 2021,Drawing,,21/1684/01 REV A,FLOOR PLANS AND ELEVATIONS,
Select this document,09 Nov 2021,Drawing,,REV A,SITE LOCATION PLAN,
Select this document,09 Nov 2021,Drawing,,REV A,BLOCK PLAN,
Select this document,09 Nov 2021,CIL,,,CIL QUESTIONS,
Select this document,17 Jan 2022,Decision,,,,
Select this document,06 Jan 2022,Revised Drawing,,A200 REV 2,ELEVATIONS PROPOSED,
Select this document,06 Jan 2022,Revised Drawing,,A100,FLOOR PLANS PROPOSED,
Select this document,15 Nov 2021,Drawing,,A200,ELEVATION REVISIONS,
Select this document,15 Nov 2021,Drawing,,PA-635-02 REV C,PROPOSED ELEVATIONS AND PLANS,
Select this document,15 Nov 2021,Application Form,,,,
Select this document,15 Nov 2021,Drawing,,A100,PROPOSED FLOOR PLANS,
Select this document,25 Jan 2022,Revised Drawing,,P08C,SIDE ELEVATION PROPOSED,
Select this document,25 Jan 2022,Revised Drawing,,P07C,SIDE ELEVATION PROPOSED/EXISTING,
Select this document,25 Jan 2022,Revised Drawing,,P04C,ROOF PLAN PROPOSED/EXISTING,
Select this document,25 Jan 2022,Revised Drawing,,P02B,BLOCK PLAN EXISTING/PROPOSED,
Select this document,25 Jan 2022,Revised Drawing,,P01,LOCATION PLAN EXISTING/PROPOSED,
Select this document,25 Jan 2022,Revised Drawing,,P06C,REAR ELEVATION PROPOSED/EXISTING,
Select this document,25 Jan 2022,Revised Drawing,,P05C,FRONT ELEVATION PROPOSED/EXISTING,
Select this document,25 Jan 2022,Decision,,,,
Select this document,25 Jan 2022,Delegated Report,,,,
Select this document,24 Jan 2022,Revised Drawing,,P03C,FLOOR PLANS,
Select this document,12 Jan 2022,Consultee Comment,,,CHISELDON PARISH,
Select this document,08 Dec 2021,Correspondence,,,EOT REQUEST FROM PARISH FOR COMMENTS ON APPLICATION,
Select this document,06 Nov 2021,Drawing,,P02B,BLOCK PLAN,
Select this document,06 Nov 2021,Drawing,,P01,SITE LOCATION PLAN,
Select this document,06 Nov 2021,Drawing,,P03A,FLOOR PLANS,
Select this document,06 Nov 2021,Drawing,,P07A,SIDE ELEVATION,
Select this document,06 Nov 2021,Drawing,,P06A,REAR ELEVATION,
Select this document,06 Nov 2021,Drawing,,P05A,FRONT ELEVATION,
Select this document,06 Nov 2021,Drawing,,P04B,ROOF PLAN,
Select this document,06 Nov 2021,Drawing,,P08A,SIDE ELEVATION,
Select this document,06 Nov 2021,Application Form,,,,
Select this document,07 Jan 2022,Decision,,,,
Select this document,07 Jan 2022,Delegated Report,,,,
Select this document,22 Dec 2021,Consultee Comment,,,HIGHWAYS,
Select this document,15 Dec 2021,Revised Drawing,,050 REV A,PROPOSED SITE PLAN,
Select this document,15 Dec 2021,Revised Drawing,,005 REV A,EXISTING SITE PLAN,
Select this document,15 Dec 2021,Revised Drawing,,001 REV A,SITE LOCATION PLAN,
Select this document,15 Dec 2021,Supporting Documents,,,3.6 KW FAST CHARGING TYPE 2 DATASHEET SAFETY AND INSTALLATION,
Select this document,15 Dec 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,06 Dec 2021,Public Comment,,,113 MORRIS STREET,
Select this document,03 Dec 2021,Consultee Comment,,,CENTRAL SWINDON NORTH PARISH,
Select this document,15 Nov 2021,Application Form,,,,
Select this document,12 Nov 2021,Drawing,,582/001,SITE LOCATION PLAN,
Select this document,12 Nov 2021,Drawing,,582/010,EXISTING GENERAL ARRANGEMENT,
Select this document,12 Nov 2021,Drawing,,582/100,PROPOSED FLOOR PLANS,
Select this document,12 Nov 2021,Drawing,,582/050,PROPOSED SITE PLAN,
Select this document,12 Nov 2021,Drawing,,582/005,EXISTING SITE PLAN,
Select this document,12 Nov 2021,CIL,,,CIL,
Select this document,12 Nov 2021,Drawing,,582/400,PROPOSED GARAGE GENERAL ARRANGEMENT,
Select this document,12 Nov 2021,Drawing,,582/200,PROPOSED ELEVATIONS,
Select this document,04 Jan 2022,Decision,,,,
Select this document,04 Jan 2022,Delegated Report,,,,
Select this document,29 Dec 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,05 Nov 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,05 Nov 2021,CIL,,,CIL QUESTIONS,
Select this document,05 Nov 2021,Drawing,,,PROPOSED PLANS,
Select this document,05 Nov 2021,Drawing,,,EXISTING PLANS,
Select this document,05 Nov 2021,Drawing,,,BLOCK PLAN,
Select this document,05 Nov 2021,Application Form,,,,
Select this document,24 Jan 2022,Photo,,,INFORMATION SIGN,
Select this document,13 Jan 2022,Decision,,,,
Select this document,13 Jan 2022,Delegated Report,,,,
Select this document,14 Dec 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,14 Dec 2021,Supporting Documents,,,RESPONSE TO THIRD PARTY COMMENTS,
Select this document,08 Dec 2021,Consultee Comment,,,HIGHWAYS,
Select this document,05 Dec 2021,Public Comment,,,"28 SHRIVENHAM ROAD, HIGHWORTH, SWINDON",
Select this document,28 Nov 2021,Public Comment,,,"19 SHRIVENHAM ROAD, HIGHWORTH, SWINDON",
Select this document,24 Nov 2021,Public Comment,,,13 SHRIVENHAM ROAD HIGHWORTH.,
Select this document,05 Nov 2021,Supporting Documents,,,COVERING LETTER,
Select this document,05 Nov 2021,CIL,,,PLANNING STATEMENT,
Select this document,05 Nov 2021,Drawing,,HWS-PS-01,PROPOSED SIGNAGE,
Select this document,05 Nov 2021,Drawing,,HWS-LP-01,SITE LOCATION PLAN,
Select this document,05 Nov 2021,Drawing,,HWS-BP-01,BLOCK PLAN,
Select this document,05 Nov 2021,Application Form,,,,
Select this document,24 Jan 2022,Decision,,,,
Select this document,24 Jan 2022,Delegated Report,,,,
Select this document,21 Jan 2022,Consultee Comment,,,ENVIRONMENTAL HEALTH,
Select this document,05 Jan 2022,Correspondence,,,EOT CONFIRMATION AND CONFIRMATION OF ROOF COLOURING,
Select this document,04 Jan 2022,Consultee Comment,,,CONTAMINATED LAND OFFICER,
Select this document,05 Nov 2021,Drawing,,E01,EXISTING ROOF PLAN,
Select this document,05 Nov 2021,Drawing,,E02,EXISTING ELEVATIONS,
Select this document,05 Nov 2021,Drawing,,P01,PROPOSED ROOF PLAN AND SITE LOCATION PLAN,
Select this document,05 Nov 2021,Drawing,,P02,PROPOSED ELEVATIONS,
Select this document,05 Nov 2021,Supporting Documents,,,DESIGN & ACCESS STATEMENT,
Select this document,05 Nov 2021,Application Form,,,,
Select this document,20 Jan 2022,CIL,,,CIL LETTER - SELF-BUILD RESIDENTIAL EXTENSION EXEMPTION,
Select this document,20 Jan 2022,CIL,,,CIL-2022-0002-LN2 LIABILITY NOTICE,
Select this document,14 Jan 2022,Decision,,,,
Select this document,14 Jan 2022,Delegated Report,,,,
Select this document,13 Jan 2022,Revised Drawing,,REV A,BLOCK PLAN,
Select this document,10 Jan 2022,Revised Drawing,,REV B,EXISTING-PROPOSED,
Select this document,23 Dec 2021,Consultee Comment,,,STRATTON ST MARGARET PARISH,
Select this document,24 Nov 2021,Consultee Comment,,,HIGHWAYS,
Select this document,05 Nov 2021,Drawing,,21/1680/01 REV A,FLOOR PLANS AND ELEVATIONS,
Select this document,05 Nov 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,05 Nov 2021,Drawing,,,BLOCK PLAN,
Select this document,05 Nov 2021,Drawing,,21/1680/02,PROPOSED OUTBUILDING,
Select this document,05 Nov 2021,CIL,,,CIL QUESTIONS,
Select this document,05 Nov 2021,Application Form,,,,
Select this document,12 Jan 2022,Decision,,,,
Select this document,12 Jan 2022,Delegated Report,,,,
Select this document,10 Jan 2022,Consultee Comment,,,HIGHWAY FINAL COMMENTS,
Select this document,10 Jan 2022,Revised Drawing,,10447-0001 01-PL REV F,PLANNING SITE LAYOUT,
Select this document,26 Nov 2021,Consultee Comment,,,HIGHWAYS,
Select this document,26 Nov 2021,Consultee Comment,,,CHISELDON PARISH,
Select this document,24 Nov 2021,Revised Drawing,,001-08-02 REV G,EQUIPMENT ELEVATIONS- RITHERDON RMC 1600-WITH ROOTS,
Select this document,24 Nov 2021,Revised Drawing,,10447-0001 02 REV C,LOCATION PLAN,
Select this document,24 Nov 2021,Revised Drawing,,10447-0001 01-PL REV E,PLANNING SITE LAYOUT,
Select this document,24 Nov 2021,Revised Drawing,,000-11 REV D,TYPICAL PARKING SPACE MARKINGS,
Select this document,24 Nov 2021,Revised Drawing,,10447-0001 01-PL REV E,SITE LAYOUT DRAFT,
Select this document,24 Nov 2021,Revised Drawing,,001-19 REV B,EQUIPMENT ELEVATIONS- BYD 120KW CHARGER,
Select this document,24 Nov 2021,Revised Drawing,,10447-0001 03 REV C,BLOCK PLAN,
Select this document,24 Nov 2021,Revised Drawing,,001-02 (BYD) REV H,EQUIPMENT ELEVATIONS- BYD SIGNAGE,
Select this document,05 Nov 2021,Application Form,,,,
Select this document,05 Nov 2021,Drawing,,10447 - 0001_01-PL REV D,PLANNING SITE LAYOUT,
Select this document,05 Nov 2021,Drawing,,10447 - 0001_02,SITE LOCATION PLAN,
Select this document,05 Nov 2021,Drawing,,10447 - 0001_03,BLOCK PLAN,
Select this document,05 Nov 2021,Drawing,,0001_05 REV A,EQUIPMENT ELEVATIONS,
Select this document,05 Nov 2021,Drawing,,0001_06 REV A,EQUIPMENT ELEVATIONS,
Select this document,05 Nov 2021,Supporting Documents,,,TECHNICAL SPECIFICATION,
Select this document,10 Jan 2022,Revised Drawing,,REV A,PROPOSED SIDE ELEVATION (CUT THROUGH SECTION),
Select this document,10 Jan 2022,Decision,,,,
Select this document,10 Jan 2022,Delegated Report,,,,
Select this document,16 Dec 2021,Consultee Comment,,,WROUGHTON PARISH,
Select this document,15 Dec 2021,Consultee Comment,,,CONSERVATION,
Select this document,26 Nov 2021,BackGround Papers,,,ADVERT LIST 03 DEC 2021,
Select this document,03 Nov 2021,Drawing,,AD_38_SN4 ORW_01_REV D,FLOOR PLANS AND ELEVATIONS,
Select this document,03 Nov 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,03 Nov 2021,Drawing,,,BLOCK PLAN,
Select this document,03 Nov 2021,Correspondence,,,DESIGN & ACCESS STATEMENT,
Select this document,03 Nov 2021,CIL,,,CIL QUESTIONS,
Select this document,03 Nov 2021,Application Form,,,,
Select this document,04 Jan 2022,Correspondence,,,EOT CONFIRMATION,
Select this document,04 Jan 2022,Decision,,,,
Select this document,04 Jan 2022,Delegated Report,,,,
Select this document,26 Nov 2021,Consultee Comment,,,HIGHWAYS,
Select this document,19 Nov 2021,Consultee Comment,,,CENTRAL SWINDON NORTH PARISH,
Select this document,03 Nov 2021,Drawing,,39-21 SHEET 1,PROPOSED EXTENSION TO REAR AND TO SIDE AND FRONT,
Select this document,03 Nov 2021,Correspondence,,,SUPPORTING DOCUMENTS,
Select this document,03 Nov 2021,Drawing,,39-21 SHEET 2,PROPOSED EXTENSION TO REAR AND TO SIDE AND FRONT,
Select this document,03 Nov 2021,Drawing,,39-21 SHEET 3,PROPOSED EXTENSION TO REAR AND TO SIDE AND FRONT,
Select this document,03 Nov 2021,Drawing,,39-21 SHEET 4,PROPOSED EXTENSION TO REAR AND TO SIDE AND FRONT,
Select this document,03 Nov 2021,Drawing,,39-21 SHEET 5,PROPOSED EXTENSION TO REAR AND TO SIDE AND FRONT,
Select this document,03 Nov 2021,CIL,,,CIL QUESTIONS,
Select this document,03 Nov 2021,Application Form,,,,
Select this document,05 Jan 2022,Decision,,,,
Select this document,05 Jan 2022,Delegated Report,,,,
Select this document,04 Jan 2022,Correspondence,,,EOT CONFIRMATION,
Select this document,17 Nov 2021,Consultee Comment,,,HAYDON WICK PARISH,
Select this document,01 Nov 2021,Drawing,,,BLOCK PLAN,
Select this document,01 Nov 2021,Application Form,,,,
Select this document,01 Nov 2021,Drawing,,CN-07-1228482/01 & 02,EXISTING & PROPOSED PLANS,
Select this document,01 Nov 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,07 Jan 2022,Delegated Report,,,,
Select this document,07 Jan 2022,Decision,,,,
Select this document,23 Dec 2021,Consultee Comment,,,STRATTON ST MARGARET PARISH,
Select this document,17 Dec 2021,Consultee Comment,,,CONSERVATION,
Select this document,08 Dec 2021,Correspondence,,,STRATTON ST MARGARET PARISH TO OFFICER,
Select this document,30 Nov 2021,Photo,,,DISPLAY OF SITE NOTICE,
Select this document,12 Nov 2021,BackGround Papers,,,ADVERT LIST 19 NOV 2021,
Select this document,11 Nov 2021,Correspondence,,,DEMOLITION METHOD STATEMENT,
Select this document,27 Oct 2021,Drawing,,,THE LOCATION PLAN,
